CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Tenure_zscore,Male,Computer,Mobile Phone,Phone,CC,COD,Cash on Delivery,Credit Card,Debit Card,E wallet,UPI,Divorced,Married,Single
50950,0,0.09836065573770493,1,0.07377049180327869,0.6000000000000001,3,3,3,1,0.4,0.0,1.0,0.0,0.5042616695898335,-0.501399690548371,1,0,1,0,0,0,0,0,1,0,0,0,0,1
50951,0,0.0819672131147541,1,0.09016393442622953,0.0,3,1,3,0,0.9333333333333336,0.0,1.0,0.09777645423863413,0.6536816517431305,-0.6211047645207738,1,0,1,0,0,0,0,1,0,0,0,0,0,1
50952,0,0.4426229508196722,1,0.09836065573770493,0.4,3,1,4,0,0.6,1.0,2.0,0.2608695652173913,0.8010092618234407,2.0124068628720866,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50953,1,0.0,1,0.08686392495025112,0.6000000000000001,4,5,7,0,0.1333333333333334,0.0,1.0,0.15217391304347827,0.3803809347979938,-1.2196301343827876,1,0,0,1,0,1,0,0,0,0,0,0,0,1
50954,0,0.278688524590164,1,0.2377049180327869,0.4,3,5,4,0,0.1333333333333334,7.0,14.0,0.3695652173913043,0.8101172343764422,0.8153561231480594,1,0,1,0,0,0,0,0,1,0,0,1,0,0
50955,0,0.19672131147540986,1,0.05737704918032786,0.4,3,4,5,0,0.4666666666666667,0.0,2.0,0.043478260869565216,0.5654327825471552,0.2168307532860456,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50956,0,0.3114754098360656,3,0.032786885245901634,0.4,3,4,9,0,0.06666666666666676,3.0,5.0,0.021739130434782608,0.8186713437336532,1.054766271092865,0,0,1,0,0,0,0,0,1,0,0,1,0,0
50957,0,0.13114754098360654,1,0.13934426229508196,0.6000000000000001,4,4,2,0,0.5333333333333333,1.0,3.0,0.06521739130434782,0.5725099233822579,-0.2619895426035655,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50958,0,0.16165147245422629,1,0.17213114754098366,0.6000000000000001,3,3,1,0,0.20000000000000007,1.0,1.0,0.043478260869565216,0.3776116188190405,-0.0392495448420476,1,0,0,1,0,0,0,0,1,0,0,0,0,1
50959,1,0.16165147245422629,1,0.0819672131147541,0.4,3,5,4,0,0.20000000000000007,1.0,1.0,0.0,0.3697959937228838,-0.0392495448420476,1,0,1,0,0,0,0,0,1,0,0,0,0,1
50960,0,0.11475409836065575,3,0.008196721311475405,0.6000000000000001,4,3,2,1,0.20000000000000007,7.0,8.0,0.13043478260869565,0.5256469429828611,-0.38169461657596826,1,0,1,0,0,1,0,0,0,0,0,1,0,0
50961,1,0.0,1,0.032786885245901634,0.4,3,3,2,0,0.06666666666666676,6.0,7.0,0.15217391304347827,0.4333671805286317,-1.2196301343827876,0,1,0,0,0,0,0,0,1,0,0,0,0,1
50962,0,0.3770491803278689,1,0.1885245901639344,0.4,5,1,2,1,0.1333333333333334,13.0,16.0,0.19565217391304346,0.7511308040247392,1.5335865669824758,1,1,0,0,0,0,0,1,0,0,0,0,0,1
50963,0,0.16165147245422629,3,0.06557377049180327,0.4,3,3,1,1,0.9333333333333336,0.0,5.0,0.15217391304347827,0.3787193452106217,-0.0392495448420476,1,0,0,1,0,1,0,0,0,0,0,0,1,0
50964,0,0.2459016393442623,1,0.024590163934426233,0.6000000000000001,4,4,5,0,0.20000000000000007,1.0,1.0,0.0,0.4566602049293824,0.5759459752032539,1,0,0,1,0,0,0,1,0,0,0,0,1,0
50965,0,0.1639344262295082,1,0.11475409836065575,0.4,3,1,2,0,0.4,0.0,3.0,0.15217391304347827,0.4395519862149604,-0.02257939465875997,1,0,0,1,0,0,0,1,0,0,0,0,1,0
50966,0,0.032786885245901634,1,0.07377049180327869,0.4,5,5,4,0,0.1333333333333334,0.0,1.0,0.15217391304347827,0.6066340502784701,-0.980219986437982,0,0,1,0,0,0,0,0,0,0,1,0,1,0
50967,0,0.09836065573770493,1,0.21311475409836067,0.4,4,4,2,0,0.1333333333333334,0.0,1.0,0.043478260869565216,0.44062894242899775,-0.501399690548371,1,0,0,1,0,0,0,0,1,0,0,0,0,1
50968,0,0.16165147245422629,1,0.2377049180327869,0.6000000000000001,3,1,5,0,0.6,1.0,1.0,0.06521739130434782,0.3733037939628911,-0.0392495448420476,1,0,0,1,0,0,1,0,0,0,0,0,1,0
50969,0,0.2459016393442623,1,0.024590163934426233,0.4,3,1,3,1,0.20000000000000007,12.0,13.0,0.19565217391304346,0.6192190528939352,0.5759459752032539,1,1,0,0,0,0,0,0,1,0,0,0,1,0
50970,0,0.21311475409836067,3,0.0819672131147541,0.4,3,5,1,0,0.06666666666666676,2.0,7.0,0.021739130434782608,0.4761069571371426,0.33653582725844833,1,0,1,0,0,0,0,1,0,0,0,0,1,0
50971,0,0.09836065573770493,1,0.2377049180327869,0.6000000000000001,3,3,2,1,0.06666666666666676,1.0,5.0,0.15217391304347827,0.4679220899104588,-0.501399690548371,1,0,1,0,0,0,0,0,1,0,0,0,1,0
50972,0,0.21311475409836067,2,0.05737704918032786,0.4,3,1,2,1,0.6666666666666666,4.0,7.0,0.15217391304347827,0.8134711837287301,0.33653582725844833,1,0,1,0,0,0,0,1,0,0,0,0,0,1
50973,0,0.16165147245422629,1,0.18032786885245905,0.4,4,5,1,0,0.20000000000000007,0.0,1.0,0.0,0.3783501030800947,-0.0392495448420476,1,0,0,1,0,1,0,0,0,0,0,0,1,0
50974,0,0.21311475409836067,1,0.07377049180327869,0.6000000000000001,3,1,4,1,0.4666666666666667,2.0,2.0,0.043478260869565216,0.4329056278654728,0.33653582725844833,1,1,0,0,0,0,0,0,1,0,0,0,1,0
50975,0,0.29508196721311475,1,0.008196721311475405,0.6000000000000001,3,4,2,0,0.06666666666666676,6.0,7.0,0.15217391304347827,0.5366626665435861,0.935061197120462,1,0,1,0,0,1,0,0,0,0,0,0,1,0
50976,0,0.13114754098360654,3,0.08868025490100696,0.6000000000000001,4,3,1,0,0.7999999999999999,2.0,4.0,0.043478260869565216,0.38247330687098063,-0.2619895426035655,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50977,0,0.0819672131147541,1,0.049180327868852465,0.6000000000000001,4,4,4,0,0.06666666666666676,1.0,2.0,0.10869565217391304,0.4885688790424321,-0.6211047645207738,0,0,1,0,0,0,0,0,1,0,0,0,1,0
50978,0,0.14754098360655735,3,0.08868025490100696,0.6000000000000001,3,1,4,1,0.6666666666666666,0.0,1.0,0.043478260869565216,0.3890581248653805,-0.14228446863116273,1,0,0,1,0,0,0,0,1,0,0,0,0,1
50979,0,0.3442622950819672,3,0.13934426229508196,0.6000000000000001,3,3,9,0,0.20000000000000007,1.0,7.0,0.15217391304347827,0.5058309486445736,1.2941764190376703,0,0,1,0,0,0,0,0,1,0,0,0,1,0
50980,0,0.032786885245901634,1,0.08686392495025112,0.6000000000000001,1,3,7,0,0.4666666666666667,1.0,1.0,0.0,0.38311948059940304,-0.980219986437982,1,0,0,1,0,0,0,0,1,0,0,0,1,0
50981,0,0.09836065573770493,3,0.07377049180327869,0.4,3,5,3,0,0.1333333333333334,2.0,2.0,0.043478260869565216,0.5043847503000092,-0.501399690548371,1,0,1,0,0,0,0,0,1,0,0,0,1,0
50982,1,0.0,3,0.008196721311475405,0.6000000000000001,4,5,2,0,0.0,3.0,6.0,0.15217391304347827,0.6066032801009261,-1.2196301343827876,1,0,1,0,0,0,0,0,1,0,0,0,1,0
50983,0,0.18032786885245905,2,0.09016393442622953,0.6000000000000001,3,3,4,0,0.0,0.0,1.0,0.043478260869565216,0.494692144373673,0.0971256793136428,1,1,0,0,0,0,0,0,0,0,1,0,1,0
50984,0,0.13114754098360654,1,0.08686392495025112,0.6000000000000001,4,5,2,0,0.5333333333333333,0.0,1.0,0.043478260869565216,0.3830887104218591,-0.2619895426035655,1,0,0,1,1,0,0,0,0,0,0,0,0,1
50985,0,0.049180327868852465,3,0.24590163934426235,0.4,3,4,4,0,0.06666666666666676,0.0,1.0,0.06521739130434782,0.5923259177205452,-0.8605149124655793,1,0,1,0,0,1,0,0,0,0,0,0,1,0
50986,1,0.1751252965542494,1,0.024590163934426233,0.6000000000000001,3,5,2,1,0.06666666666666676,1.0,1.0,0.0,0.3715191236653435,0.05913644690360146,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50987,1,0.26229508196721313,1,0.024590163934426233,0.6000000000000001,4,1,1,0,0.33333333333333337,1.0,1.0,0.19565217391304346,0.6206037108834117,0.6956510491756566,0,0,1,0,0,0,1,0,0,0,0,0,1,0
50988,1,0.016393442622950817,1,0.024590163934426233,0.4,3,4,5,0,0.0,0.0,1.0,0.08695652173913042,0.4570909874149974,-1.0999250604103847,1,0,0,1,0,0,0,1,0,0,0,0,1,0
50989,0,0.0819672131147541,1,0.008196721311475405,0.6000000000000001,3,5,5,0,0.20000000000000007,1.0,1.0,0.043478260869565216,0.4334594910612634,-0.6211047645207738,1,1,0,0,0,1,0,0,0,0,0,0,1,0
50990,0,0.3442622950819672,1,0.08686392495025112,0.6000000000000001,3,5,9,0,0.06666666666666676,7.0,7.0,0.13043478260869565,0.38053478568571336,1.2941764190376703,0,0,0,1,0,0,0,0,0,0,1,0,1,0
50991,0,0.11475409836065575,1,0.06557377049180327,0.5387250237868696,3,1,2,0,0.1333333333333334,0.0,1.0,0.0,0.3991507430997877,-0.38169461657596826,1,0,0,1,1,0,0,0,0,0,0,0,0,1
50992,0,0.459016393442623,3,0.2213114754098361,0.4,4,1,2,0,0.33429342934293416,2.0,2.0,0.2826086956521739,0.910366472814548,2.1321119368444896,1,0,1,0,0,0,0,0,0,1,0,0,1,0
50993,0,0.11475409836065575,1,0.008196721311475405,0.4,3,1,10,0,0.4,1.0,2.0,0.021739130434782608,0.4764454290901258,-0.38169461657596826,1,0,1,0,0,0,0,0,1,0,0,0,1,0
50994,0,0.1751252965542494,1,0.032786885245901634,0.4,3,1,2,0,0.6666666666666666,1.0,1.0,0.0,0.3711191113572725,0.05913644690360146,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50995,0,0.18032786885245905,3,0.12295081967213115,0.6000000000000001,3,4,1,0,0.0,5.0,7.0,0.15217391304347827,0.6130650173851503,0.0971256793136428,1,0,1,0,0,0,0,0,1,0,0,0,1,0
50996,0,0.18032786885245905,3,0.13934426229508196,0.4,3,4,3,0,0.06666666666666676,0.0,1.0,0.043478260869565216,0.43687498076863895,0.0971256793136428,0,0,0,1,0,0,0,0,1,0,0,0,0,1
50997,0,0.14754098360655735,3,0.008196721311475405,0.6000000000000001,3,3,7,0,0.1333333333333334,1.0,1.0,0.0,0.5174005354010892,-0.14228446863116273,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50998,0,0.032786885245901634,1,0.032786885245901634,0.4,3,5,2,1,0.4666666666666667,0.0,1.0,0.10869565217391304,0.4530293239791993,-0.980219986437982,1,0,0,1,0,0,0,1,0,0,0,0,0,1
50999,0,0.13114754098360654,1,0.09016393442622953,0.4,3,3,4,1,0.33333333333333337,1.0,1.0,0.08695652173913042,0.4966922059140281,-0.2619895426035655,0,0,1,0,0,0,0,1,0,0,0,0,0,1
51000,0,0.19672131147540986,3,0.05737704918032786,0.4,1,3,3,0,0.0,4.0,7.0,0.13043478260869565,0.5611557278685497,0.2168307532860456,1,0,1,0,0,0,0,1,0,0,0,0,1,0
51001,0,0.032786885245901634,1,0.024590163934426233,0.4,3,1,2,0,0.5333333333333333,0.0,1.0,0.06521739130434782,0.5801101572356072,-0.980219986437982,1,1,0,0,0,0,0,0,1,0,0,0,1,0
51002,0,0.3770491803278689,3,0.0,0.4,3,3,5,1,0.2997105045492142,0.0,1.0,0.0,0.9025200775408474,1.5335865669824758,1,0,1,0,0,0,0,0,0,1,0,0,1,0
51003,0,0.16165147245422629,1,0.09016393442622953,0.4,1,3,3,0,0.33333333333333337,2.0,2.0,0.043478260869565216,0.3714883534877996,-0.0392495448420476,1,0,0,1,0,0,1,0,0,0,0,0,1,0
51004,0,0.14754098360655735,1,0.05737704918032786,0.6000000000000001,1,5,4,1,0.1333333333333334,1.0,1.0,0.043478260869565216,0.478845502938552,-0.14228446863116273,1,1,0,0,0,0,0,0,1,0,0,0,1,0
51005,0,0.2459016393442623,1,0.0819672131147541,0.6000000000000001,4,1,9,0,0.33429342934293416,1.0,1.0,0.021739130434782608,0.9111972676082339,0.5759459752032539,1,0,1,0,0,0,0,0,0,0,1,0,0,1
51006,0,0.13114754098360654,1,0.2377049180327869,0.4,1,3,2,0,0.4,5.0,6.0,0.17391304347826084,0.4125357703313948,-0.2619895426035655,1,0,0,1,0,0,0,0,1,0,0,0,1,0
51007,0,0.11475409836065575,1,0.09016393442622953,0.6000000000000001,4,3,2,0,0.20000000000000007,2.0,7.0,0.15217391304347827,0.4634911843441336,-0.38169461657596826,1,1,0,0,0,1,0,0,0,0,0,0,1,0
51008,0,0.21311475409836067,3,0.12295081967213115,0.4,3,5,2,0,0.2666666666666667,0.0,1.0,0.043478260869565216,0.4504446290655096,0.33653582725844833,0,0,0,1,0,0,0,0,1,0,0,0,1,0
51009,0,0.26229508196721313,1,0.2295081967213115,0.4,1,4,6,0,0.06666666666666676,1.0,1.0,0.043478260869565216,0.4577371611434197,0.6956510491756566,1,0,0,1,0,1,0,0,0,0,0,0,1,0
51010,0,0.13114754098360654,1,0.06557377049180327,0.5387250237868696,4,1,2,0,0.4666666666666667,1.0,1.0,0.021739130434782608,0.390473553032401,-0.2619895426035655,1,0,0,1,0,0,0,0,1,0,0,0,1,0
51011,0,0.3114754098360656,3,0.008196721311475405,0.4,1,5,2,0,0.2666666666666667,1.0,1.0,0.2608695652173913,0.8482414843533647,1.054766271092865,1,0,1,0,0,0,0,0,1,0,0,0,0,1
51012,1,0.0,1,0.08686392495025112,0.4,3,4,2,1,0.4,0.0,1.0,0.0,0.3817963629650143,-1.2196301343827876,1,0,0,1,1,0,0,0,0,0,0,0,1,0
51013,0,0.0,1,0.2213114754098361,0.581783194355356,4,3,2,1,0.20000000000000007,0.0,1.0,0.06521739130434782,0.3942890550478476,-1.2196301343827876,0,1,0,0,0,0,0,0,0,0,1,0,1,0
51014,0,0.3770491803278689,1,0.17213114754098366,0.4,3,3,3,1,0.2666666666666667,3.0,12.0,0.09583018664365088,0.6537124219206744,1.5335865669824758,1,1,0,0,0,0,0,1,0,0,0,0,1,0
51015,0,0.0819672131147541,1,0.049180327868852465,0.4,1,1,4,0,0.4,1.0,1.0,0.043478260869565216,0.40961260346472206,-0.6211047645207738,0,0,0,1,0,0,0,0,0,0,1,0,1,0
51016,0,0.278688524590164,1,0.06557377049180327,0.4,3,1,1,1,0.20000000000000007,1.0,1.0,0.21739130434782608,0.8938428874734607,0.8153561231480594,0,0,1,0,0,0,0,1,0,0,0,0,1,0
51017,0,0.16165147245422629,1,0.06557377049180327,0.4,4,4,2,0,0.06666666666666676,0.0,1.0,0.021739130434782608,0.3735807255607865,-0.0392495448420476,1,0,0,1,1,0,0,0,0,0,0,0,1,0
51018,0,0.29508196721311475,1,0.049180327868852465,0.4,5,5,2,1,0.20000000000000007,1.0,1.0,0.08695652173913042,0.4852149296901443,0.935061197120462,0,0,1,0,0,0,0,1,0,0,0,0,0,1
51019,0,0.29508196721311475,3,0.2213114754098361,0.4,4,5,2,0,0.2666666666666667,0.0,4.0,0.10869565217391304,0.4426290039693528,0.935061197120462,1,1,0,0,0,0,0,0,0,1,0,0,1,0
51020,0,0.06557377049180327,3,0.024590163934426233,0.4,3,5,8,0,0.1333333333333334,0.0,1.0,0.06521739130434782,0.4717683621034493,-0.7408098384931765,1,1,0,0,0,0,0,0,0,0,1,0,0,1
51021,0,0.14754098360655735,1,0.10655737704918032,0.6000000000000001,3,3,10,1,0.06666666666666676,0.0,1.0,0.021739130434782608,0.4511831133265639,-0.14228446863116273,0,0,0,1,0,0,0,0,1,0,0,0,1,0
51022,0,0.11475409836065575,1,0.09016393442622953,0.4,1,1,2,0,0.1333333333333334,5.0,7.0,0.043478260869565216,0.4530600941567433,-0.38169461657596826,1,1,0,0,0,0,0,0,1,0,0,0,1,0
51023,0,0.3606557377049181,1,0.21311475409836067,0.4,3,5,2,0,0.20000000000000007,0.0,1.0,0.08695652173913042,0.4065048155327856,1.4138814930100732,0,0,0,1,0,0,0,0,1,0,0,0,1,0
51024,0,0.19672131147540986,1,0.09016393442622953,0.6000000000000001,3,5,3,0,0.1333333333333334,4.0,7.0,0.15217391304347827,0.4731530200929259,0.2168307532860456,1,0,1,0,0,0,0,1,0,0,0,0,1,0
51025,0,0.0,1,0.1639344262295082,0.6000000000000001,4,5,2,0,0.0,0.0,1.0,0.15217391304347827,0.43281331733284095,-1.2196301343827876,1,0,0,1,0,0,0,0,0,0,1,0,1,0
51026,0,0.13114754098360654,1,0.1557377049180328,0.4,1,5,2,0,0.0,0.0,1.0,0.21739130434782608,0.4679528600880027,-0.2619895426035655,1,0,1,0,0,0,0,0,1,0,0,0,1,0
51027,0,0.016393442622950817,1,0.2295081967213115,0.4,5,5,1,0,0.6666666666666666,1.0,1.0,0.0,0.0,-1.0999250604103847,0,0,1,0,0,0,0,1,0,0,0,0,1,0
51028,0,0.0,1,0.049180327868852465,0.5387250237868696,3,1,2,0,0.4666666666666667,1.0,2.0,0.043478260869565216,0.4036124188436567,-1.2196301343827876,1,0,0,1,1,0,0,0,0,0,0,0,0,1
51029,1,0.1751252965542494,3,0.032786885245901634,0.6000000000000001,3,1,2,1,0.06666666666666676,0.0,1.0,0.0,0.3559801840056617,0.05913644690360146,0,1,0,0,0,0,0,1,0,0,0,0,0,1
51030,0,0.3278688524590164,2,0.2213114754098361,0.6000000000000001,3,3,4,0,0.2997105045492142,1.0,1.0,0.0,0.9125819255977106,1.1744713450652675,0,0,1,0,0,0,0,0,1,0,0,0,1,0
51031,0,0.19672131147540986,1,0.032786885245901634,0.5387250237868696,4,3,1,0,0.2666666666666667,0.0,1.0,0.15217391304347827,0.4021354503215484,0.2168307532860456,1,0,0,1,1,0,0,0,0,0,0,0,1,0
51032,0,0.21311475409836067,1,0.13114754098360654,0.6000000000000001,4,3,2,0,0.1333333333333334,1.0,14.0,0.2608695652173913,0.6287885781100956,0.33653582725844833,0,0,1,0,0,0,0,0,1,0,0,0,1,0
51033,0,0.13114754098360654,1,0.07377049180327869,0.4,3,3,2,0,0.06666666666666676,2.0,2.0,0.19565217391304346,0.4353364718914428,-0.2619895426035655,0,1,0,0,0,0,0,0,1,0,0,0,1,0
51034,0,0.1639344262295082,1,0.1639344262295082,0.4,3,3,4,0,0.4,0.0,1.0,0.043478260869565216,0.4851841595126004,-0.02257939465875997,1,0,1,0,0,0,0,0,1,0,0,0,1,0
51035,0,0.19672131147540986,1,0.04098360655737705,0.4,3,3,1,0,0.1333333333333334,3.0,3.0,0.17391304347826084,0.4628450106157112,0.2168307532860456,0,1,0,0,0,0,0,1,0,0,0,0,0,1
51036,0,0.29508196721311475,1,0.024590163934426233,0.4,4,1,2,0,0.5333333333333333,2.0,3.0,0.19565217391304346,0.4852456998676882,0.935061197120462,0,0,1,0,0,0,0,0,0,0,1,0,1,0
51037,0,0.18032786885245905,1,0.024590163934426233,0.4,4,3,4,1,0.5333333333333333,1.0,1.0,0.043478260869565216,0.5463552724699221,0.0971256793136428,0,0,1,0,0,0,0,1,0,0,0,0,1,0
51038,1,0.0,3,0.09016393442622953,0.4,4,5,10,0,0.4,4.0,6.0,0.0,0.6248192252069295,-1.2196301343827876,1,0,1,0,0,0,0,1,0,0,0,0,1,0
51039,0,0.1639344262295082,1,0.09016393442622953,0.6000000000000001,3,4,2,0,0.0,1.0,7.0,0.15217391304347827,0.4288131942521308,-0.02257939465875997,0,0,0,1,0,0,0,1,0,0,0,0,1,0
51040,0,0.21311475409836067,1,0.13934426229508196,0.4,3,1,7,1,0.2666666666666667,1.0,3.0,0.06521739130434782,0.5521708360257238,0.33653582725844833,0,0,1,0,0,0,0,0,1,0,0,0,0,1
51041,0,0.278688524590164,2,0.008196721311475405,0.4,3,1,5,1,0.0,1.0,1.0,0.043478260869565216,0.4844149050740023,0.8153561231480594,1,1,0,0,0,0,0,0,0,0,1,0,1,0
51042,0,0.3442622950819672,1,0.04098360655737705,0.4,4,1,3,0,0.9333333333333336,2.0,3.0,0.043478260869565216,0.7754700144619834,1.2941764190376703,1,1,0,0,0,0,0,1,0,0,0,0,1,0
51043,1,0.0,3,0.13114754098360654,0.4,5,1,7,1,0.20000000000000007,1.0,2.0,0.043478260869565216,0.4750915412781931,-1.2196301343827876,1,0,1,0,0,0,0,1,0,0,0,0,1,0
51044,0,0.0,1,0.024590163934426233,0.4,3,1,2,1,0.1333333333333334,1.0,1.0,0.06521739130434782,0.4233976430044001,-1.2196301343827876,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51045,0,0.0,1,0.07377049180327869,0.4,1,3,8,0,0.4,0.0,1.0,0.043478260869565216,0.4159204898612264,-1.2196301343827876,0,0,0,1,0,0,0,1,0,0,0,0,1,0
51046,0,0.0,1,0.08686392495025112,0.4,3,1,3,0,0.1333333333333334,0.0,1.0,0.043478260869565216,0.3870888335025693,-1.2196301343827876,1,1,0,0,1,0,0,0,0,0,0,0,0,1
51047,1,0.16165147245422629,1,0.06557377049180327,0.6000000000000001,3,5,4,1,0.20000000000000007,0.0,1.0,0.06521739130434782,0.3743499799993846,-0.0392495448420476,1,0,0,1,0,0,0,0,1,0,0,0,0,1
51048,0,0.032786885245901634,3,0.09016393442622953,0.4,4,3,10,0,0.0,1.0,1.0,0.08695652173913042,0.4882919474445367,-0.980219986437982,1,0,1,0,0,0,0,1,0,0,0,0,0,1
51049,0,0.14754098360655735,1,0.049180327868852465,0.4,3,5,5,0,0.06666666666666676,1.0,1.0,0.043478260869565216,0.5541093572109911,-0.14228446863116273,0,0,1,0,0,0,0,0,1,0,0,0,1,0
51050,0,0.0,1,0.024590163934426233,0.6000000000000001,1,3,2,0,0.4,0.0,1.0,0.15217391304347827,0.4678913197329148,-1.2196301343827876,1,1,0,0,0,0,0,0,1,0,0,0,1,0
51051,0,0.19672131147540986,1,0.10655737704918032,0.6000000000000001,3,4,5,0,0.6666666666666666,1.0,1.0,0.0,0.4706298655343241,0.2168307532860456,1,0,1,0,0,0,0,1,0,0,0,0,1,0
51052,0,0.3606557377049181,1,0.1885245901639344,0.6000000000000001,3,4,4,0,0.33333333333333337,1.0,1.0,0.043478260869565216,0.8127326994676759,1.4138814930100732,0,0,1,0,0,0,0,0,0,0,1,0,1,0
51053,0,0.3770491803278689,1,0.14754098360655735,0.4,4,5,6,0,0.2666666666666667,1.0,2.0,0.2391304347826087,0.7159912612695775,1.5335865669824758,0,0,1,0,0,0,0,0,1,0,0,0,1,0
51054,0,0.0,3,0.024590163934426233,0.5387250237868696,3,3,2,0,0.5333333333333333,0.0,2.0,0.043478260869565216,0.393335179543986,-1.2196301343827876,0,0,0,1,1,0,0,0,0,0,0,0,0,1
51055,0,0.11475409836065575,1,0.032786885245901634,0.6000000000000001,3,4,2,0,0.06666666666666676,7.0,7.0,0.19565217391304346,0.4748761500353857,-0.38169461657596826,0,0,1,0,0,0,0,0,1,0,0,0,1,0
51056,0,0.16165147245422629,1,0.06557377049180327,0.6000000000000001,3,4,3,0,0.0,0.0,1.0,0.06521739130434782,0.3696421428351641,-0.0392495448420476,1,0,1,0,0,0,0,0,1,0,0,0,0,1
51057,0,0.3606557377049181,1,0.05737704918032786,0.4,4,3,3,1,0.5333333333333333,1.0,2.0,0.2608695652173913,0.7374380750176928,1.4138814930100732,0,0,1,0,0,0,0,0,1,0,0,0,1,0
51058,0,0.14754098360655735,1,0.008196721311475405,0.4,4,3,1,0,0.2666666666666667,1.0,1.0,0.043478260869565216,0.44229053201636975,-0.14228446863116273,0,1,0,0,0,0,0,1,0,0,0,0,1,0
51059,0,0.14754098360655735,1,0.032786885245901634,0.6000000000000001,1,5,7,0,0.6,1.0,1.0,0.08695652173913042,0.5182313301947752,-0.14228446863116273,1,0,1,0,0,0,0,0,1,0,0,0,1,0
51060,0,0.4426229508196722,1,0.1885245901639344,0.6000000000000001,3,3,4,0,0.9333333333333336,2.0,4.0,0.15217391304347827,0.8439028893196713,2.0124068628720866,0,0,1,0,0,0,0,1,0,0,0,0,1,0
51061,0,0.26229508196721313,1,0.13114754098360654,0.6000000000000001,4,3,2,0,0.8666666666666668,3.0,6.0,0.2391304347826087,0.8493492107449458,0.6956510491756566,1,0,1,0,0,0,0,0,1,0,0,0,1,0
51062,1,0.0,3,0.10655737704918032,0.4,3,1,4,1,0.8666666666666668,3.0,6.0,0.15217391304347827,0.4486599587679621,-1.2196301343827876,1,1,0,0,0,0,0,0,0,0,1,0,0,1
51063,0,0.18032786885245905,1,0.008196721311475405,0.4,3,1,8,0,0.2666666666666667,2.0,2.0,0.19565217391304346,0.4533985661097264,0.0971256793136428,1,1,0,0,0,0,0,0,1,0,0,0,1,0
51064,0,0.032786885245901634,3,0.049180327868852465,0.4,4,4,2,1,0.1333333333333334,0.0,1.0,0.19565217391304346,0.4365365088156559,-0.980219986437982,1,0,0,1,0,0,0,1,0,0,0,0,1,0
51065,0,0.09836065573770493,3,0.024590163934426233,0.6000000000000001,3,1,2,0,0.20000000000000007,1.0,1.0,0.08695652173913042,0.4770916028185483,-0.501399690548371,1,0,1,0,0,0,0,1,0,0,0,0,1,0
51066,0,0.0819672131147541,1,0.024590163934426233,0.4,3,4,1,0,0.1333333333333334,0.0,1.0,0.13043478260869565,0.4760146466045108,-0.6211047645207738,1,0,1,0,0,0,0,1,0,0,0,0,1,0
51067,0,0.06557377049180327,3,0.049180327868852465,0.6000000000000001,3,1,2,0,0.0,0.0,1.0,0.043478260869565216,0.4761992676697744,-0.7408098384931765,0,0,1,0,0,0,0,0,1,0,0,0,1,0
51068,0,0.3606557377049181,1,0.08686392495025112,0.6000000000000001,3,5,5,1,0.33333333333333337,1.0,2.0,0.043478260869565216,0.3873042247453768,1.4138814930100732,0,0,0,1,1,0,0,0,0,0,0,0,1,0
51069,0,0.18032786885245905,1,0.08686392495025112,0.4,4,4,2,0,0.7333333333333333,1.0,3.0,0.06521739130434782,0.3827810086464199,0.0971256793136428,0,1,0,0,1,0,0,0,0,0,0,0,0,1
51070,0,0.3278688524590164,3,0.024590163934426233,0.4,1,4,7,0,0.20000000000000007,0.0,1.0,0.043478260869565216,0.7991630511708053,1.1744713450652675,0,0,1,0,0,0,0,0,1,0,0,0,1,0
51071,0,0.3606557377049181,1,0.008196721311475405,0.4,3,3,5,0,0.20000000000000007,1.0,2.0,0.0,0.780916335887258,1.4138814930100732,1,0,1,0,0,0,0,0,1,0,0,0,0,1
51072,0,0.2295081967213115,3,0.19672131147540986,0.6000000000000001,3,3,4,1,0.33333333333333337,0.0,1.0,0.043478260869565216,0.525616172805317,0.4562409012308511,1,0,1,0,0,0,0,0,1,0,0,0,0,1
51073,0,0.0,3,0.0819672131147541,0.5387250237868696,3,5,2,0,0.0,0.0,1.0,0.043478260869565216,0.3916428197790701,-1.2196301343827876,1,0,0,1,0,0,0,0,1,0,0,0,0,1
51074,0,0.09836065573770493,3,0.13934426229508196,0.4,3,1,2,1,0.9333333333333336,0.0,1.0,0.043478260869565216,0.4728760884950306,-0.501399690548371,0,1,0,0,0,0,0,0,1,0,0,0,1,0
51075,0,0.14754098360655735,1,0.2213114754098361,0.6000000000000001,3,3,7,0,0.20000000000000007,1.0,1.0,0.043478260869565216,0.4722299147666082,-0.14228446863116273,1,0,1,0,0,0,0,0,1,0,0,0,1,0
